"id","surfweight","year","age","gender","ethnicity","education","labour_force_status","partner","parent","number_children","tenure","hh_income","deprivation_area","migrant","disability","home_afford","life_satisfy","life_worth","health","tereo","gov_tereo","selfactual","trust","trust_police","trust_media","trust_parliament","voted","material_wellbeing_index","housecold","housedamp","moves","access_medical","access_green_space","access_public_transport","neighbourhood_connection","neighbourhood_crime_change","victim","discriminated_against","lonely_four_weeks","easy_hard_to_talk","number_children_text","moves_five_years_text","age_gp","hh_income_gp","weekly_income","annual_income","weekly_hours"
69,11897.22,2021,87,"Female","European/Other","Degree","Employed","Not partnered","Not a parent",0,"Owned with mortgage",67365,2,"NZ with NZ parents","Non-disabled",8,8,8,"Good","None or almost none","Disagree","Very easy to be myself",8,7,4,7,"Yes",18,"No","No",NA,NA,NA,NA,NA,"About the same",0,0,"None of the time","Hard","0",NA,"65+",2,"   214.1",9936,16
70,8301.636,2021,33,"Female","European/Other","Degree","Employed","Not partnered","Not a parent",0,"Rented",53618,7,"NZ with NZ parents","Non-disabled",9,9,9,"Excellent","None or almost none","Neither agree nor disagree","Very easy to be myself",7,7,5,8,"Yes",17,"Yes, often","No",NA,NA,NA,NA,NA,"About the same",0,0,"Some of the time","Very easy","0",NA,"25-34",2,"  1092.6",50416,32
71,5460.035,2021,55,"Female","European/Other","Less than secondary school","Not in labour force","Partnered","Not a parent",0,"Owned with mortgage",103474,2,"Long-term migrant","Non-disabled",10,10,8,"Good","None or almost none","Neither agree nor disagree","Very easy to be myself",9,10,6,10,"Yes",18,"No","No",NA,NA,NA,NA,NA,"About the same",0,1,"None of the time","Very easy","0",NA,"55-64",3,"   166.3",8096,16
72,2973.13,2021,34,"Male","Asian","Less than secondary school","Employed","Not partnered","Parent",1,"Rented",23910,10,"NZ with NZ parents","Non-disabled",0,5,10,"Very Good","None or almost none","Strongly agree","Sometimes easy, sometimes hard",3,0,0,0,"No",7,"No","Yes, sometimes",NA,NA,NA,NA,NA,"About the same",0,0,"None of the time","Very easy","1",NA,"25-34",1,"   364.3",16928,32
73,4151.167,2021,67,"Male","Asian","Degree","Employed","Partnered","Not a parent",0,"Owned without mortgage",57348,10,"NZ with overseas parent(s)","Non-disabled",7,7,7,"Good","None or almost none","Agree","Very easy to be myself",7,7,5,7,"Yes",16,"No","Yes, sometimes",NA,NA,NA,NA,NA,"No crime here",0,0,"None of the time","Easy","0",NA,"65+",2,"   261.1",12144,15
74,12899.09,2021,44,"Male","European/Other","Secondary school","Employed","Partnered","Not a parent",0,"Rented",197664,9,"Medium-term migrant","Non-disabled",7,8,8,"Very Good","None or almost none","Neither agree nor disagree","Easy to be myself",9,10,9,10,"No",19,"No","No",NA,NA,NA,NA,NA,"No crime here",0,0,"None of the time","Easy","0",NA,"35-44",3,"   655.1",30176,37
75,9731.357,2021,30,"Female","European/Other","Post-secondary NCEA/diploma","Employed","Not partnered","Not a parent",0,"Rented",45679,9,"NZ with NZ parents","Non-disabled",10,7,7,"Excellent","Conversational","Strongly agree","Easy to be myself",0,0,0,0,"No",18,"Yes, always","Yes, sometimes",NA,NA,NA,NA,NA,"About the same",1,1,"None of the time","Easy","0",NA,"25-34",1,"   316.0",14352,48
76,12584.5,2021,16,"Female","European/Other","Less than secondary school","Employed","Partnered","Parent",2,"Rented",63066,8,"NZ with overseas parent(s)","Non-disabled",5,8,7,"Good","None or almost none","Agree","Very easy to be myself",7,8,4,7,"Yes",9,"No","No",NA,NA,NA,NA,NA,"Moved here recently",0,0,"A little of the time","Easy","2",NA,"15-24",2,"   273.8",12880,2
77,2109.995,2021,35,"Female","European/Other","Secondary school","Employed","Not partnered","Parent",1,"Owned without mortgage",21875,3,"NZ with NZ parents","Non-disabled",3,4,7,"Fair","Basic","Neither agree nor disagree","Easy to be myself",7,9,5,5,"No",2,"Yes, often","Yes, sometimes",NA,NA,NA,NA,NA,"No crime here",0,0,"None of the time","Sometimes easy, sometimes hard","1",NA,"35-44",1,"   380.0",17296,18
78,13462.8,2021,90,"Male","European/Other","Less than secondary school","Employed","Not partnered","Not a parent",0,"Owned with mortgage",124668,5,"Long-term migrant","Non-disabled",5,10,10,"Very Good","None or almost none","Neither agree nor disagree","Very easy to be myself",9,10,7,5,"Yes",20,"No","No",NA,NA,NA,NA,NA,"About the same",0,0,"None of the time","Very easy","0",NA,"65+",3,"   383.5",17664,36
79,2568.609,2021,55,"Female","European/Other","Less than secondary school","Not in labour force","Partnered","Not a parent",0,"Owned with mortgage",103147,1,"Long-term migrant","Non-disabled",10,7,9,"Very Good","None or almost none","Agree","Very easy to be myself",6,7,7,6,"Yes",20,"No","No",NA,NA,NA,NA,NA,"About the same",1,0,"None of the time","Very easy","0",NA,"55-64",3,"   207.6",9936,6
80,2568.609,2021,25,"Female","European/Other","Less than secondary school","Not in labour force","Partnered","Parent",4,"Rented",143929,9,"NZ with NZ parents","Non-disabled",7,9,10,"Excellent","Fluent","Strongly agree","Very easy to be myself",5,9,5,7,"Yes",17,"Yes, sometimes","No",NA,NA,NA,NA,NA,"A lot more",0,0,"None of the time","Easy","4+",NA,"25-34",3,"   450.9",20976,25
81,15639.58,2021,44,"Female","European/Other","Secondary school","Employed","Partnered","Parent",3,"Rented",78280,4,"Recent migrant","Non-disabled",5,8,9,"Good","None or almost none","Agree","Easy to be myself",8,10,10,7,"No",14,"No","No",NA,NA,NA,NA,NA,"No crime here",0,0,"A little of the time","Very easy","3",NA,"35-44",2,"   420.3",19504,20
82,9561.396,2021,41,"Male","European/Other","Degree","Employed","Partnered","Parent",3,"Owned without mortgage",336857,8,"Long-term migrant","Non-disabled",3,8,8,"Good","Basic","Strongly agree","Very easy to be myself",7,7,5,5,"Yes",13,"Yes, sometimes","Yes, sometimes",NA,NA,NA,NA,NA,"A little more",0,1,"A little of the time","Hard","3",NA,"35-44",3,"   850.4",39008,34
83,844.4471,2021,54,"Female","Asian","Less than secondary school","Employed","Partnered","Parent",2,"Owned without mortgage",168270,7,"NZ with NZ parents","Disabled",8,10,8,"Good","Basic","Agree","Very easy to be myself",7,10,5,10,"Yes",13,"Yes, often","Yes, sometimes",NA,NA,NA,NA,NA,"A lot more",0,0,"A little of the time","Easy","2",NA,"45-54",3,"   864.1",39744,44
84,220.7072,2021,68,"Female","Asian","Degree","Not in labour force","Partnered","Not a parent",0,"Owned with mortgage",130591,5,"NZ with NZ parents","Non-disabled",10,10,10,"Excellent","None or almost none","Agree","Very easy to be myself",7,8,9,5,"Yes",20,"No","No",NA,NA,NA,NA,NA,"No crime here",0,0,"None of the time","Easy","0",NA,"65+",3,"   182.7",8464,13
85,7218.453,2021,97,"Female","European/Other","Less than secondary school","Not in labour force","Partnered","Not a parent",0,"Owned with mortgage",17425,6,"Long-term migrant","Non-disabled",7,7,5,"Fair","None or almost none","Agree","Easy to be myself",7,8,7,6,"Yes",20,"No","No",NA,NA,NA,NA,NA,"About the same",0,0,"A little of the time","Sometimes easy, sometimes hard","0",NA,"65+",1,"   128.0",6256,1
86,24769.08,2021,65,"Female","European/Other","Secondary school","Employed","Partnered","Not a parent",0,"Owned without mortgage",137595,5,"Long-term migrant","Non-disabled",7,7,8,"Fair","None or almost none","Neither agree nor disagree","Easy to be myself",7,7,6,7,"Yes",20,"No","No",NA,NA,NA,NA,NA,"About the same",0,0,"None of the time","Easy","0",NA,"65+",3,"   282.5",13248,27
87,2658.929,2021,44,"Male","Māori","Less than secondary school","Employed","Not partnered","Not a parent",0,"Owned without mortgage",145983,10,"NZ with NZ parents","Non-disabled",2,5,5,"Good","Basic","Disagree","Easy to be myself",2,7,0,2,"Yes",7,"Yes, often","No",NA,NA,NA,NA,NA,"A little more",1,0,"None of the time","Sometimes easy, sometimes hard","0",NA,"35-44",3,"   424.7",19872,28
88,1482.178,2021,94,"Female","Asian","Less than secondary school","Employed","Not partnered","Not a parent",0,"Owned with mortgage",47801,4,"NZ with NZ parents","Non-disabled",5,5,5,"Good","None or almost none","Disagree","Easy to be myself",5,1,5,5,"Yes",12,"Yes, always","Yes, sometimes",NA,NA,NA,NA,NA,"About the same",0,1,"A little of the time","Very hard","0",NA,"65+",1,"   721.3",32752,39
89,3120.535,2021,38,"Male","European/Other","Less than secondary school","Not in labour force","Partnered","Parent",2,"Owned without mortgage",97863,5,"NZ with NZ parents","Non-disabled",5,7,8,"Very Good","Basic","Agree","Very easy to be myself",8,9,3,5,"Yes",9,"No","Yes, sometimes",NA,NA,NA,NA,NA,"A little more",1,0,"Some of the time","Easy","2",NA,"35-44",2,"   418.4",19136,32
90,6674.356,2021,46,"Female","European/Other","Less than secondary school","Not in labour force","Partnered","Parent",4,"Owned without mortgage",54292,10,"NZ with NZ parents","Non-disabled",7,9,8,"Very Good","None or almost none","Disagree","Easy to be myself",6,9,8,6,"Yes",18,"No","No",NA,NA,NA,NA,NA,"A lot more",0,0,"None of the time","Easy","4+",NA,"45-54",2,"   767.9",35328,61
91,4305.789,2021,22,"Male","European/Other","Less than secondary school","Employed","Not partnered","Not a parent",0,"Rented",52513,6,"NZ with NZ parents","Non-disabled",5,6,8,"Good","None or almost none","Neither agree nor disagree","Very easy to be myself",2,7,4,4,"Not eligible",19,"Yes, sometimes","No",NA,NA,NA,NA,NA,"A lot more",0,1,"A little of the time","Very easy","0",NA,"15-24",2,"   234.2",10672,14
92,10551.96,2021,90,"Male","European/Other","Less than secondary school","Employed","Partnered","Not a parent",0,"Owned with mortgage",65973,6,"NZ with NZ parents","Disabled",10,10,10,"Very Good","None or almost none","Strongly disagree","Easy to be myself",8,8,0,0,"Yes",20,"No","No",NA,NA,NA,NA,NA,"About the same",0,0,"A little of the time","Very easy","0",NA,"65+",2,"   538.4",25024,38
93,7292.791,2021,49,"Female","European/Other","Post-secondary NCEA/diploma","Employed","Not partnered","Parent",3,"Owned without mortgage",287129,3,"NZ with NZ parents","Non-disabled",5,9,9,"Good","None or almost none","Disagree","Very easy to be myself",7,9,1,2,"Yes",20,"Yes, sometimes","No",NA,NA,NA,NA,NA,"About the same",1,0,"None of the time","Easy","3",NA,"45-54",3,"   390.4",18400,32
94,4153.491,2021,43,"Female","European/Other","Less than secondary school","Employed","Partnered","Parent",2,"Owned without mortgage",164540,5,"NZ with unknown origin parents","Non-disabled",6,8,10,"Very Good","None or almost none","Agree","Very easy to be myself",8,7,2,1,"Yes",17,"No","No",NA,NA,NA,NA,NA,"About the same",0,0,"None of the time","Sometimes easy, sometimes hard","2",NA,"35-44",3,"   283.9",12880,16
95,3513.902,2021,75,"Female","European/Other","Secondary school","Employed","Not partnered","Not a parent",0,"Owned with mortgage",40751,6,"NZ with NZ parents","Non-disabled",10,6,6,"Excellent","None or almost none","Neither agree nor disagree","Easy to be myself",8,9,7,6,"Yes",20,"No","Yes, sometimes",NA,NA,NA,NA,NA,"About the same",0,0,"A little of the time","Easy","0",NA,"65+",1,"   152.1",6992,13
96,7965.014,2021,78,"Female","European/Other","Less than secondary school","Employed","Not partnered","Not a parent",0,"Rented",38454,5,"Long-term migrant","Disabled",10,8,8,"Good","None or almost none","Strongly agree","Easy to be myself",8,8,4,5,"Yes",18,"No","No",NA,NA,NA,NA,NA,"A lot less",0,0,"None of the time","Easy","0",NA,"65+",1,"   425.3",19872,26
97,1191.051,2021,26,"Female","Asian","Secondary school","Employed","Not partnered","Not a parent",0,"Owned without mortgage",92803,6,"NZ with NZ parents","Non-disabled",5,7,8,"Very Good","None or almost none","Agree","Easy to be myself",7,8,6,6,"No",19,"No","No",NA,NA,NA,NA,NA,"About the same",0,0,"None of the time","Easy","0",NA,"25-34",2,"   172.4",7728,13
98,735.8679,2021,35,"Female","Asian","Less than secondary school","Not in labour force","Partnered","Parent",1,"Owned without mortgage",160882,4,"NZ with NZ parents","Non-disabled",7,7,7,"Good","None or almost none","Neither agree nor disagree","Hard to be myself",5,8,0,0,"Yes",19,"No","No",NA,NA,NA,NA,NA,"A little more",0,1,"None of the time","Easy","1",NA,"35-44",3,"   280.0",12880,16
99,735.8679,2021,19,"Male","Asian","Less than secondary school","Not in labour force","Not partnered","Not a parent",0,"Rented",130600,8,"NZ with NZ parents","Non-disabled",5,8,8,"Very Good","None or almost none","Strongly agree","Easy to be myself",8,8,7,8,"Yes",13,"Yes, sometimes","Yes, sometimes",NA,NA,NA,NA,NA,"Moved here recently",0,1,"A little of the time","Sometimes easy, sometimes hard","0",NA,"15-24",3,"   375.7",17296,30
100,13231.92,2021,43,"Male","European/Other","Degree","Employed","Partnered","Not a parent",0,"Rented",31568,5,"Medium-term migrant","Non-disabled",5,4,7,"Good","None or almost none","Disagree","Sometimes easy, sometimes hard",6,6,3,5,"No",13,"No","Yes, sometimes",NA,NA,NA,NA,NA,"No crime here",1,0,"None of the time","Sometimes easy, sometimes hard","0",NA,"35-44",1,"   767.8",34960,32
101,1274.723,2021,53,"Male","Asian","Degree","Employed","Partnered","Parent",2,"Owned without mortgage",222440,5,"NZ with overseas parent(s)","Non-disabled",7,6,7,"Good","None or almost none","Agree","Easy to be myself",0,8,0,0,"Yes",12,"Yes, often","No",NA,NA,NA,NA,NA,"A lot more",0,1,"None of the time","Easy","2",NA,"45-54",3,"  2199.1",101200,130
102,3698.659,2021,44,"Male","European/Other","Degree","Employed","Not partnered","Not a parent",0,"Rented",45800,4,"Long-term migrant","Non-disabled",6,8,8,"Good","None or almost none","Agree","Very easy to be myself",5,9,5,8,"Yes",14,"Yes, sometimes","No",NA,NA,NA,NA,NA,"About the same",0,0,"None of the time","Easy","0",NA,"35-44",1,"  1073.2",48944,30
103,1665.667,2021,66,"Female","European/Other","Less than secondary school","Not in labour force","Not partnered","Not a parent",0,"Rented",53023,8,"NZ with NZ parents","Non-disabled",10,6,6,"Good","None or almost none","Disagree","Easy to be myself",6,7,5,6,"Yes",20,"Yes, sometimes","No",NA,NA,NA,NA,NA,"About the same",0,1,"Some of the time","Sometimes easy, sometimes hard","0",NA,"65+",2,"   403.2",18768,10
104,15626.72,2021,50,"Male","European/Other","Post-secondary NCEA/diploma","Employed","Partnered","Not a parent",0,"Owned without mortgage",97609,2,"NZ with NZ parents","Non-disabled",4,7,8,"Good","Basic","Disagree","Sometimes easy, sometimes hard",6,8,5,5,"Yes",13,"No","Yes, sometimes",NA,NA,NA,NA,NA,"About the same",0,1,"Some of the time","Easy","0",NA,"45-54",2,"   984.5",44896,44
105,11384.6,2021,55,"Male","European/Other","Less than secondary school","Employed","Partnered","Not a parent",0,"Owned with mortgage",100401,6,"NZ with NZ parents","Non-disabled",8,10,10,"Excellent","None or almost none","Strongly agree","Very easy to be myself",7,9,0,0,"Yes",19,"No","No",NA,NA,NA,NA,NA,"About the same",0,0,"None of the time","Hard","0",NA,"55-64",3,"   385.2",17296,23
106,1387.32,2021,33,"Female","Asian","Degree","Employed","Partnered","Parent",3,"Owned with mortgage",233402,9,"NZ with NZ parents","Disabled",10,5,6,"Good","Basic","Strongly agree","Sometimes easy, sometimes hard",3,1,0,6,"No",16,"No","No",NA,NA,NA,NA,NA,"A little less",0,0,"Some of the time","Hard","3",NA,"25-34",3,"   463.5",21344,36
107,1449.125,2021,24,"Male","Asian","Less than secondary school","Employed","Not partnered","Not a parent",0,"Owned without mortgage",140991,2,"NZ with NZ parents","Non-disabled",5,8,7,"Good","Basic","Strongly agree","Easy to be myself",6,8,2,6,"Not eligible",15,"Not applicable","No",NA,NA,NA,NA,NA,"Moved here recently",0,0,"None of the time","Hard","0",NA,"15-24",3,"  1298.9",59616,45
108,1247.525,2021,15,"Male","Asian","Less than secondary school","Not in labour force","Not partnered","Not a parent",0,"Owned without mortgage",72053,5,"NZ with NZ parents","Non-disabled",7,8,8,"Very Good","None or almost none","Agree","Easy to be myself",8,6,3,4,"Yes",13,"Yes, often","Yes, sometimes",NA,NA,NA,NA,NA,"About the same",1,0,"None of the time","Very easy","0",NA,"15-24",2,"   464.8",21712,12
109,14718.05,2021,71,"Female","European/Other","Degree","Employed","Partnered","Not a parent",0,"Owned with mortgage",68231,10,"Long-term migrant","Disabled",8,8,8,"Very Good","None or almost none","Strongly agree","Very easy to be myself",7,9,4,5,"Yes",19,"No","No",NA,NA,NA,NA,NA,"No crime here",0,0,"None of the time","Very easy","0",NA,"65+",2,"    63.5",2944,5
110,4255.112,2021,64,"Female","European/Other","Less than secondary school","Not in labour force","Partnered","Not a parent",0,"Owned with mortgage",89867,2,"NZ with NZ parents","Non-disabled",7,5,8,"Very Good","None or almost none","Strongly agree","Sometimes easy, sometimes hard",4,8,1,5,"Yes",20,"No","No",NA,NA,NA,NA,NA,"A little more",0,1,"None of the time","Very easy","0",NA,"55-64",2,"   201.4",9200,33
111,4931.304,2021,85,"Male","European/Other","Less than secondary school","Not in labour force","Partnered","Not a parent",0,"Owned with mortgage",132513,6,"NZ with NZ parents","Non-disabled",9,7,10,"Good","None or almost none","Neither agree nor disagree","Very easy to be myself",5,10,7,5,"No",19,"No","Yes, sometimes",NA,NA,NA,NA,NA,"Moved here recently",0,0,"None of the time","Very hard","0",NA,"65+",3,"   650.2",29808,41
112,6808.28,2021,64,"Male","European/Other","Degree","Employed","Not partnered","Not a parent",0,"Owned with mortgage",110183,7,"NZ with overseas parent(s)","Non-disabled",8,7,8,"Excellent","None or almost none","Agree","Easy to be myself",9,9,8,5,"Yes",20,"Yes, often","Yes, sometimes",NA,NA,NA,NA,NA,"No crime here",0,0,"A little of the time","Very easy","0",NA,"55-64",3,"  1322.4",61088,45
113,3289.908,2021,57,"Female","European/Other","Less than secondary school","Employed","Partnered","Not a parent",0,"Owned without mortgage",104236,2,"NZ with NZ parents","Non-disabled",1,7,10,"Very Good","None or almost none","Strongly disagree","Easy to be myself",6,6,2,2,"No",15,"Yes, sometimes","Yes, sometimes",NA,NA,NA,NA,NA,"Moved here recently",0,1,"A little of the time","Sometimes easy, sometimes hard","0",NA,"55-64",3,"   556.3",25392,32
114,1218.05,2021,77,"Male","Asian","Post-secondary NCEA/diploma","Employed","Not partnered","Not a parent",0,"Owned with mortgage",52058,10,"NZ with NZ parents","Non-disabled",4,8,8,"Excellent","Conversational","Strongly agree","Sometimes easy, sometimes hard",5,2,0,0,"Yes",9,"Yes, often","Yes, sometimes",NA,NA,NA,NA,NA,"A little more",0,1,"A little of the time","Sometimes easy, sometimes hard","0",NA,"65+",2,"  1147.7",52992,14
